銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址
052,0649,渣打國際商業銀行,東內壢分行,"桃園市中壢區榮民路４７號"
052,0672,渣打國際商業銀行,一０一分行,"台北市信義區信義路五段７號３５樓"
052,0683,渣打國際商業銀行,公西分行,"桃園市龜山區復興一路２３７號"
052,0708,渣打國際商業銀行,莊敬分行,"桃園市桃園區大興西路一段２６６號"
052,0719,渣打國際商業銀行,板橋分行,"新北市板橋區新府路１－１、１－３號２樓"
052,0731,渣打國際商業銀行,豐原分行,"台中市豐原區中正路５１１號"
052,0742,渣打國際商業銀行,文心分行,"台中市南屯區文心路一段３８０號"
052,0753,渣打國際商業銀行,內湖分行,"台北市內湖區東湖路６９號"
052,0764,渣打國際商業銀行,九如分行,"高雄市三民區九如一路３８３號"
052,0775,渣打國際商業銀行,台南分行,"台南市南區金華路二段４２９號"
052,0797,渣打國際商業銀行,南屯分行,"台中市南屯區黎明路二段３０２號"
052,0812,渣打國際商業銀行,東寧分行,"台南市東區東興路８８號"
052,0823,渣打國際商業銀行,東海分行,"台中市西屯區福科路３０６號"
052,0878,渣打國際商業銀行,北屯分行,"台中市北區文心路四段２３６號"
052,0889,渣打國際商業銀行,西屯分行,"台中市西屯區河南路２段３２７號"
052,0926,渣打國際商業銀行,彰化分行,"彰化縣彰化市曉陽路１６２號"
052,0959,渣打國際商業銀行,營業部,"台北市松山區敦化北路１６８號"
052,0960,渣打國際商業銀行,北高雄分行,"高雄市鼓山區文信路１８９號"
052,0971,渣打國際商業銀行,台中分行,"台中市西屯區臺灣大道二段６３３號１樓"
052,0982,渣打國際商業銀行,高雄分行,"高雄市苓雅區中正二路１７５號２２樓"
052,1015,渣打國際商業銀行,復興分行,"台北市中山區復興北路４２０號１樓"
052,1037,渣打國際商業銀行,中清分行,"台中市北區中清路一段８９號１樓"
052,1060,渣打國際商業銀行,三多分行,"高雄市前鎮區中山二路２６２號１樓"
052,1071,渣打國際商業銀行,東台南分行,"台南市中西區民族路二段１０７號１樓"
052,1093,渣打國際商業銀行,南京分行,"台北市松山區南京東路四段１６１號１樓"
052,1118,渣打國際商業銀行,信義分行,"台北市信義區松仁路９７號２樓"
052,1129,渣打國際商業銀行,東台北分行,"台北市中山區南京東路三段１６８號十樓之３"
052,1141,渣打國際商業銀行,敦化分行,"台北市大安區敦化南路２段３９號１、２樓"
052,1152,渣打國際商業銀行,天母分行,"台北市士林區忠誠路二段４６－１號"
052,1163,渣打國際商業銀行,仁愛分行,"台北市大安區仁愛路四段１號１樓"
052,1185,渣打國際商業銀行,中山分行,"台北市中山區中山北路二段１３６號"
052,1196,渣打國際商業銀行,古亭分行,"台北市大安區羅斯福路二段１１１號"
052,1200,渣打國際商業銀行,大直分行,"台北市中山區明水路６７６號１樓"
052,1211,渣打國際商業銀行,金山分行,"台北市中正區信義路二段１４７號"
053,,台中商業銀行,,"台中市西區民權路８７號"
053,0019,台中商業銀行,中正分行,"台中市中區臺灣大道１段３３３號"
053,0020,台中商業銀行,營業部,"台中市西區民權路８７號"
053,0042,台中商業銀行,南台中分行,"台中市南區復興路三段３５５號"
053,0053,台中商業銀行,霧峰分行,"台中市霧峰區中正路８２９號"
053,0064,台中商業銀行,大甲分行,"台中市大甲區蔣公路４２號"
053,0075,台中商業銀行,沙鹿分行,"台中市沙鹿區大同街１５之５號"
053,0086,台中商業銀行,豐原分行,"台中市豐原區中正路３０２之１號"
053,0097,台中商業銀行,東勢分行,"台中市東勢區中山路６１號"
053,0101,台中商業銀行,彰化分行,"彰化縣彰化市光復路１２６號"
053,0112,台中商業銀行,溪湖分行,"彰化縣溪湖鎮彰水路三段２９０號"
053,0123,台中商業銀行,員林分行,"彰化縣員林市中山南路２７號"
053,0134,台中商業銀行,田中分行,"彰化縣田中鎮中州路一段１９７號"
053,0145,台中商業銀行,北斗分行,"彰化縣北斗鎮斗苑路一段１８０號"
053,0156,台中商業銀行,二林分行,"彰化縣二林鎮仁愛路４９６、４９８號"
053,0167,台中商業銀行,南投分行,"南投縣南投市民生街５２號"
